0.391	156.657963
1.933	156.1144
2.318	156.4537
2.701	155.03876
3.858	155.440415
4.244	156.25
4.625	158.730159
5.01	157.068063
5.393	154.639175
6.548	154.639175
6.935	156.25
7.316	157.480315
7.694	155.03876
8.078	157.068063
10.389	154.241645
10.771	151.133501
11.157	151.515152
11.538	150.37594
11.923	147.420147
12.306	149.253731
13.459	151.515152
14.993	153.061225
16.152	145.985401
16.538	148.514851
16.922	145.631068
17.3	144.927536
17.682	145.631068
18.07	141.176471
18.458	138.568129
18.842	140.186916
19.223	140.186916
19.61	137.299771
19.992	131.868132
20.381	132.450331
21.559	132.743363
21.955	130.718954
22.354	129.87013
22.761	128.755365
23.163	127.118644
23.559	126.315789
23.951	125
24.362	123.45679
24.766	120.240481
25.178	118.343195
25.592	117.41683
26.004	118.577075
26.429	118.110236
26.862	120.967742
27.29	120.967742
27.718	122.199593
29.016	121.703854
30.362	118.343195
30.815	116.27907
31.267	113.744076
32.641	113.744076
33.103	110.701107
33.569	109.289618
34.041	107.526882
34.516	105.078809
34.996	103.270224
35.482	101.180438
35.981	98.360656
36.488	96
36.999	95.69378
37.505	95.69378
38.013	94.339623
38.509	95.238095
39.005	94.339623
39.496	93.603744
39.989	94.488189
40.496	92.592593
41.012	90.361446
41.5395	91.18541
42.067	91.603053
42.609	87.97654
43.158	91.324201
43.716	89.153046
44.287	88.235294
44.868	89.686099
45.461	88.888889
46.071	87.082729
46.696	87.591241
47.323	88.888889
47.95	88.105727
48.586	89.820359
49.216	89.153046
49.852	89.020772
50.493	90.497738
51.128	87.719298
51.776	87.719298
52.44	89.020772
53.098	88.105727
53.753	87.463557
54.435	87.463557
55.092	87.463557
55.765	87.336245
56.445	87.336245
57.114	86.642599
57.789	86.642599
58.478	87.336245
59.163	84.865629
59.838	84.985836
60.519	85.106383
61.187	84.033613
61.86	84.985836
62.534	86.330935
63.197	85.106383
63.881	86.705202
64.565	86.580087
65.239	83.974808
65.92	83.974808
66.606	83.798883
67.292	81.081081
67.978	79.787234
68.665	80.213904
69.352	78.226858
70.0445	78.226858
70.737	78.226858
71.424	78.740157
72.131	76.726343
72.837	78.431373
73.542	78.947368
74.256	78.740157
74.962	80.862534
75.657	79.893475
76.362	80.753701
77.054	80.862534
77.747	80.753701
78.4615	79.155673
79.176	78.534031
79.892	77.120823
80.632	76.530612
81.384	77.922078
82.132	76.238882
82.899	78.328982
83.666	79.681275
84.433	78.947368
85.195	81.411126
85.977	80.862534
86.742	79.575597
87.502	82.974
88.264	82.97
89.006	78.125
89.757	79.051383
90.5	78.328982
91.242	78.534031
91.985	78.023407
92.743	78.534031
93.507	78.328982
94.285	78.328982
95.069	80.213904
95.839	78.947368
96.626	78.947368
97.392	80.321285
98.145	81.081081
98.905	82.987552
99.642	83.449235
100.384	81.688223
101.138	81.688223
101.724	78.431373
102.668	77.720207
103.436	76.335878
104.195	76.335878
104.961	79.365079
105.725	77.220077
106.494	77.220077
107.258	78.534031
108.024	76.726343
108.79	76.726343
109.538	76.726343
110.298	75.093867
111.058	76.045627
111.805	75.757576
112.545	75.662043
113.268	76.923077
113.987	75.662043
114.7215	77.021823
115.456	75.662043
116.221	74.257426
116.993	75.566751
117.779	74.074074
118.565	75.093867
121.636	76.628352
122.413	75.282309
123.19	75.757576
