,id,uri,Track Name,Artist,Acousticness,Daceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time Signature,Liked
363,7d5LYgI4nXAQD0UdxMr8iE,spotify:track:7d5LYgI4nXAQD0UdxMr8iE,sweetheart,Edvard Kravchuk,0.995,0.259,0.0347,0.964,0.113,-35.626,0.0518,95.397,5,0
364,0npBzVrDKbhg6khGMBuFzQ,spotify:track:0npBzVrDKbhg6khGMBuFzQ,Sand Time,Emil Negri,0.994,0.46,0.0272,0.903,0.0989,-30.699,0.0401,103.954,4,0
365,5UvdAChDs1Rr0GYEkUMZma,spotify:track:5UvdAChDs1Rr0GYEkUMZma,Windspiel,Dario Lessing,0.977,0.42,0.032,0.886,0.0881,-23.019,0.0386,91.463,4,0
366,4vdzY5DNQGGb3pby9pprKD,spotify:track:4vdzY5DNQGGb3pby9pprKD,Sans Regrets,Jordane Tumarinson,0.989,0.367,0.0396,0.937,0.0889,-24.821,0.0537,70.716,5,0
367,1lrgqrIxD3tDYVv6n3i1aL,spotify:track:1lrgqrIxD3tDYVv6n3i1aL,Gloria,Alvaro Pascoal,0.988,0.296,0.0204,0.905,0.106,-29.147,0.0479,119.932,3,0
368,6dG6b98wdolLoHdFaAusxR,spotify:track:6dG6b98wdolLoHdFaAusxR,A New Path,Damien Jeunet,0.985,0.429,0.0423,0.952,0.113,-21.491,0.046,85.457,4,0
369,36wwYDM1vuWHuocV3Nq9hf,spotify:track:36wwYDM1vuWHuocV3Nq9hf,Ask Me Anything,Joseph Seabolt,0.995,0.343,0.0498,0.961,0.11,-26.702,0.0452,171.432,3,0
370,2hvJks7wVAgPubs2ngNOwQ,spotify:track:2hvJks7wVAgPubs2ngNOwQ,Arthur's Theme,Teodor Wolgers,0.988,0.359,0.00661,0.944,0.103,-29.967,0.0366,143.856,3,0
371,4b4DLYtksvYepzKqdgSkAz,spotify:track:4b4DLYtksvYepzKqdgSkAz,Marigold,Santo Trevisani,0.99,0.477,0.0343,0.887,0.109,-27.277,0.0406,71.631,4,0
372,7wvLqTxF6Nm4k579lboPC8,spotify:track:7wvLqTxF6Nm4k579lboPC8,Je t'ai vu,Projet Calmant,0.994,0.405,0.0413,0.951,0.0911,-30.36,0.0465,136.131,4,0
373,5DezuV0RFcMcgA11UGdGBR,spotify:track:5DezuV0RFcMcgA11UGdGBR,Hommage d'amitié,Gunnel Boek,0.99,0.419,0.043,0.954,0.105,-29.477,0.0372,181.943,4,0
374,3v9b94v3ja4RL480ZrJ6bI,spotify:track:3v9b94v3ja4RL480ZrJ6bI,Portraits,Móret Labino,0.991,0.487,0.00855,0.959,0.109,-28.18,0.0441,126.671,4,0
375,1gB9Hvz050IuA28oxXtydl,spotify:track:1gB9Hvz050IuA28oxXtydl,Before We Met,Minik Jakobsen,0.995,0.354,0.0297,0.947,0.11,-28.069,0.0632,79.894,4,0
376,7odH627CfIdqmlV0M7HeWb,spotify:track:7odH627CfIdqmlV0M7HeWb,White Garden,Amine Ayad,0.985,0.326,0.0675,0.955,0.133,-25.438,0.0494,164.752,4,0
377,0TID2XzKx1DFybP338IxkU,spotify:track:0TID2XzKx1DFybP338IxkU,Florence,Jeroen Granneman,0.991,0.509,0.0316,0.939,0.112,-30.631,0.0464,119.069,4,0
378,0yccHAlypw9zM9Pf33lLjd,spotify:track:0yccHAlypw9zM9Pf33lLjd,Returning,Milo Edale,0.993,0.334,0.0203,0.919,0.0917,-32.364,0.0325,88.396,4,0
379,0JXXNGljqupsJaZsgSbMZV,spotify:track:0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,0.0267,0.684,0.607,0.000307,0.191,-8.127,0.1,81.001,4,0
380,7eQpbVg3tjHmtdOlAHxaTr,spotify:track:7eQpbVg3tjHmtdOlAHxaTr,CUFF IT - WETTER REMIX,Beyoncé,0.434,0.66,0.688,0.0,0.489,-6.34,0.0564,118.05,4,0
